This is Ipopt version 3.13.4, running with linear solver mumps.
  66  1.6355569e+02 4.56e-02 1.18e+02 -11.0 1.06e+00    -  7.36e-01 1.25e-01f  4
  67  1.6492042e+02 4.30e-03 9.61e+01 -11.0 3.15e-01    -  1.00e+00 1.00e+00H  1
  68  1.6478010e+02 9.70e-02 2.38e+02 -11.0 1.62e+01    -  3.49e-02 8.64e-03f  3
  69  1.7908721e+02 1.56e-03 1.57e+02 -11.0 2.27e-01   1.4 1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.7807791e+02 2.04e-03 2.16e+02 -11.0 1.15e+00    -  1.00e+00 2.02e-02f  6
  71  1.7773412e+02 3.60e-03 1.21e+02 -11.0 9.01e+00    -  1.80e-01 3.02e-03f  6
  72  1.7772024e+02 3.71e-03 1.90e+02 -11.0 4.60e+01    -  3.81e-02 1.43e-04f  8
  73  1.6308137e+02 2.25e-01 1.21e+02 -11.0 4.97e-01    -  1.00e+00 5.00e-01f  2
  74  1.6308199e+02 2.25e-01 1.22e+02 -11.0 2.83e+01    -  3.26e-02 1.38e-04h  8
  75  1.7269731e+02 5.92e-02 1.24e+02 -11.0 1.53e-01   0.9 1.00e+00 1.00e+00h  1
  76  1.7122433e+02 3.30e-02 1.68e+02 -11.0 3.42e-01    -  1.00e+00 1.00e+00F  1
  77  1.6709085e+02 2.66e-01 1.53e+02 -11.0 1.09e+00    -  5.15e-01 2.27e-01f  3
  78  1.7812511e+02 4.26e-01 1.23e+02 -11.0 6.48e-01    -  6.40e-01 1.00e+00H  1
  79  1.5973395e+02 1.16e+00 1.51e+02 -11.0 1.04e+00    -  4.25e-01 4.91e-01F  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.5970290e+02 1.25e+00 9.95e+01 -11.0 3.91e+00    -  2.48e-01 6.49e-02h  3
  81  1.6130496e+02 1.08e+00 1.53e+02 -11.0 7.58e-01    -  2.33e-01 3.57e-01h  1
  82  1.6074239e+02 1.04e+00 1.15e+02 -11.0 1.43e+00    -  1.98e-07 1.36e-01h  3
  83  1.6076499e+02 7.38e-01 1.52e+02 -11.0 5.12e-01    -  3.12e-02 5.00e-01h  2
  84  1.6059070e+02 7.33e-01 8.79e+01 -11.0 2.27e+01    -  5.48e-02 6.56e-03f  3
  85  1.7652651e+02 1.86e-01 1.14e+02 -11.0 9.47e-01    -  3.24e-01 1.00e+00H  1
  86  1.7382818e+02 2.50e-01 9.95e+01 -11.0 1.88e+00    -  1.00e+00 1.80e-01f  2
  87  1.7246450e+02 2.88e-01 1.46e+02 -11.0 2.23e+00    -  3.62e-01 4.56e-02f  3
  88  1.7474150e+02 2.79e-01 2.07e+02 -11.0 3.10e+00   0.4 2.81e-01 3.27e-02h  4
  89  1.7451582e+02 2.78e-01 1.69e+02 -11.0 1.24e+01    -  3.73e-02 4.84e-03f  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.6326388e+02 1.16e-01 1.13e+02 -11.0 4.59e-01    -  8.43e-01 1.00e+00F  1
  91  2.0117509e+02 2.17e-02 1.06e+02 -11.0 5.16e-01    -  9.64e-01 1.00e+00H  1
  92  2.0097935e+02 2.19e-02 1.37e+02 -11.0 3.62e+01    -  3.07e-02 2.03e-03f  4
  93  1.9709001e+02 2.35e-02 1.49e+02 -11.0 8.77e-01    -  5.67e-01 6.25e-02f  5
  94  1.6836092e+02 3.40e-02 1.83e+02 -11.0 2.71e-01    -  9.44e-01 1.00e+00F  1
  95  1.6614562e+02 3.68e-02 1.31e+02 -11.0 8.27e-01    -  1.00e+00 9.83e-02f  4
  96  1.6235248e+02 2.22e-01 1.68e+02 -11.0 1.07e+00  -0.0 1.00e+00 2.50e-01f  3
  97  1.6191926e+02 2.33e-01 1.87e+02 -11.0 2.49e+00   0.4 3.90e-01 4.39e-02f  4
  98  1.6688779e+02 2.24e-02 1.22e+02 -11.0 7.24e-02   1.7 1.00e+00 1.00e+00h  1
  99  1.6461814e+02 2.45e-02 1.48e+02 -11.0 9.02e-02   1.2 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  1.6620784e+02 6.08e-03 1.03e+02 -11.0 1.66e-01    -  1.00e+00 1.00e+00H  1
 101  1.6782246e+02 5.06e-03 1.25e+02 -11.0 3.81e-01    -  1.00e+00 1.00e+00H  1
 102  1.6749837e+02 5.11e-03 1.79e+02 -11.0 2.11e+00    -  4.33e-01 1.60e-02f  6
 103  1.6838876e+02 9.75e-03 1.53e+02 -11.0 3.49e-01    -  9.29e-01 1.00e+00H  1
 104  1.8190803e+02 9.84e-04 9.33e+01 -11.0 2.44e-01    -  1.00e+00 1.00e+00H  1
 105  1.6314816e+02 1.26e-02 1.75e+02 -11.0 3.14e-01    -  1.00e+00 1.00e+00F  1
 106  1.6370637e+02 1.40e-03 2.12e+02 -11.0 1.45e-01    -  1.00e+00 1.00e+00H  1
 107  1.6259433e+02 7.58e-02 2.32e+02 -11.0 3.43e-01    -  1.00e+00 5.00e-01f  2
 108  1.6252009e+02 5.69e-02 1.08e+02 -11.0 1.30e-01   0.8 1.00e+00 2.50e-01f  3
 109  1.6278627e+02 5.34e-02 1.52e+02 -11.0 2.72e-01   1.2 1.00e+00 6.25e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  1.7292783e+02 4.45e-03 1.78e+02 -11.0 1.50e-01   0.7 1.00e+00 1.00e+00H  1
 111  1.6474808e+02 1.94e-03 1.74e+02 -11.0 1.28e-01    -  1.00e+00 1.00e+00F  1
 112  1.6950385e+02 1.55e-03 1.97e+02 -11.0 3.02e-01   0.2 1.00e+00 1.00e+00H  1
 113  1.6943443e+02 1.54e-03 9.44e+01 -11.0 8.95e+00    -  1.20e-01 1.62e-03f  7
 114  1.6869758e+02 9.03e-04 1.34e+02 -11.0 5.40e-01    -  1.00e+00 3.13e-02f  6
 115  1.6564065e+02 5.35e-04 9.70e+01 -11.0 2.81e-01    -  1.00e+00 1.00e+00F  1
 116  1.6813103e+02 1.51e-04 1.68e+02 -11.0 2.28e-01    -  1.00e+00 1.00e+00H  1
 117r 1.6813103e+02 1.51e-04 9.99e+02  -3.8 0.00e+00  -0.2 0.00e+00 3.95e-07R 19
 118r 1.6812936e+02 3.97e-05 9.98e+02  -2.4 1.92e-01    -  1.49e-02 1.02e-03f  1
 119  1.6808535e+02 1.88e-04 9.21e+01 -11.0 3.33e+00    -  3.19e-01 2.16e-03f  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  1.6804115e+02 3.40e-04 9.19e+01 -11.0 3.28e+00    -  1.00e+00 2.18e-03f  8
 121  1.6801893e+02 3.77e-04 9.18e+01 -11.0 3.22e+00    -  3.34e-01 1.10e-03f  9
 122  1.6799666e+02 4.13e-04 9.17e+01 -11.0 3.19e+00    -  1.00e+00 1.11e-03f  9
 123  1.6799108e+02 4.15e-04 9.17e+01 -11.0 3.16e+00    -  3.42e-01 2.78e-04f 11
 124  1.6309592e+02 2.41e+00 6.29e+01 -11.0 3.15e+00    -  1.00e+00 2.85e-01f  1
 125  1.5857492e+02 3.56e+00 7.45e+00 -11.0 1.33e+00    -  1.12e-06 1.00e+00f  1
 126  1.5840618e+02 1.14e+00 1.76e+00 -11.0 6.74e-01    -  7.43e-02 1.00e+00h  1
 127  1.5840621e+02 1.77e-01 6.17e-01 -11.0 2.18e-01    -  6.34e-01 1.00e+00h  1
 128  1.5841101e+02 6.74e-03 1.97e-01 -11.0 3.56e-02    -  1.00e+00 1.00e+00h  1
 129  1.5841194e+02 5.12e-04 7.13e-02 -11.0 1.53e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  1.5841309e+02 2.72e-04 4.66e-02 -11.0 1.12e-02    -  1.00e+00 1.00e+00h  1
 131  1.5841482e+02 2.74e-04 3.17e-02 -11.0 1.07e-02    -  1.00e+00 1.00e+00h  1
 132  1.5841533e+02 2.58e-04 2.13e-02 -11.0 1.05e-02    -  1.00e+00 1.00e+00h  1
 133  1.5841566e+02 2.18e-04 1.44e-02 -11.0 9.73e-03    -  1.00e+00 1.00e+00h  1
 134  1.5841494e+02 1.01e-03 9.65e-03 -11.0 8.85e-03    -  1.00e+00 1.00e+00h  1
 135  1.5841606e+02 1.46e-04 6.49e-03 -11.0 8.00e-03    -  1.00e+00 1.00e+00h  1
 136  1.5841505e+02 2.84e-04 4.39e-03 -11.0 7.24e-03    -  1.00e+00 1.00e+00h  1
 137  1.5841521e+02 1.70e-04 2.94e-03 -11.0 6.52e-03    -  1.00e+00 1.00e+00h  1
 138  1.5841627e+02 7.80e-05 2.27e-03 -11.0 5.87e-03    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 138

                                   (scaled)                 (unscaled)
Objective...............:   1.5841626892950640e+02    1.5841626892950640e+02
Dual infeasibility......:   2.2728739853345088e-03    2.2728739853345088e-03
Constraint violation....:   7.8020822918301036e-05    7.8020822918301036e-05
Complementarity.........:   9.9999999999999994e-12    9.9999999999999994e-12
Overall NLP error.......:   7.8020822918301036e-05    2.2728739853345088e-03


Number of objective function evaluations             = 533
Number of objective gradient evaluations             = 139
Number of equality constraint evaluations            = 533
Number of inequality constraint evaluations          = 0
Number of equality constraint Jacobian evaluations   = 140
Number of inequality constraint Jacobian evaluations = 0
Number of Lagrangian Hessian evaluations             = 138
Total CPU secs in IPOPT (w/o function evaluations)   =      1.380
Total CPU secs in NLP function evaluations           =      2.620

EXIT: Optimal Solution Found.
